cell_id_dna	ptime	ptime2
143	AS-558421-LR-56166_AS-558614-LR-56167	2.11581429477232	NA
144	AS-558441-LR-56166_AS-558634-LR-56167	0.495060563414247	0.496034030416929
145	AS-558443-LR-56166_AS-558636-LR-56167	1.30445511754475	1.33761786310069
146	AS-558445-LR-56166_AS-558638-LR-56167	1.9030709424617	2.10213213468649
147	AS-558465-LR-56166_AS-558658-LR-56167	3.10915207867998	NA
148	AS-558467-LR-56166_AS-558660-LR-56167	0.552934739103614	0.553001014456031
149	AS-558489-LR-56166_AS-558682-LR-56167	0.725109613464214	0.731051015090214
150	AS-558491-LR-56166_AS-558684-LR-56167	2.4046754966751	NA
151	AS-558493-LR-56166_AS-558686-LR-56167	2.78294007181837	NA
152	AS-558345-LR-56166_AS-558538-LR-56167	0.915516877406366	0.931454889213001
153	AS-558369-LR-56166_AS-558562-LR-56167	1.84902133737918	2.47486974934424
154	AS-558371-LR-56166_AS-558564-LR-56167	1.82915844445042	2.11733873552668
155	AS-558373-LR-56166_AS-558566-LR-56167	0.730538099887206	0.736984512159791
156	AS-558387-LR-56166_AS-558580-LR-56167	0.636118386661627	0.639715956837681
157	AS-558389-LR-56166_AS-558582-LR-56167	0.461045814644412	0.462195637701475
158	AS-558391-LR-56166_AS-558584-LR-56167	NA	7.30227450119608
159	AS-558411-LR-56166_AS-558604-LR-56167	3.74745462572678	NA
160	AS-558415-LR-56166_AS-558608-LR-56167	0.595113022379002	0.602062362589872
161	AS-558483-LR-56166_AS-558676-LR-56167	0.458855272057713	0.46165632860129
162	AS-558487-LR-56166_AS-558680-LR-56167	0.557274374368374	0.559832922221696
163	AS-558343-LR-56166_AS-558536-LR-56167	0.511894513701773	0.513851427565941
164	AS-558367-LR-56166_AS-558560-LR-56167	0.477273796933288	0.478871387831857
165	AS-558403-LR-56166_AS-558596-LR-56167	7.58977645669633	NA
166	AS-558329-LR-56166_AS-558522-LR-56167	1.08271576081824	1.0871521563755
167	AS-558497-LR-56166_AS-558690-LR-56167	1.47542860358585	1.54028284149647
168	AS-558355-LR-56166_AS-558548-LR-56167	0.579682948099223	0.581823952002244
169	AS-558375-LR-56166_AS-558568-LR-56167	0.349783863457108	0.349497596595331
170	AS-586468-LR-55662	3.6866525589323	NA
171	AS-586476-LR-55662	0.744554297161424	0.751279656104781
172	AS-586470-LR-55662	3.46132316317259	NA
173	AS-586478-LR-55662	2.85472985689012	NA
174	AS-586480-LR-55662	1.55566334255906	1.56464300278341
175	AS-586482-LR-55662	0.182667584453011	0.183006705005128
176	AS-586500-LR-55662	3.67352380690424	NA
177	AS-586508-LR-55662	3.53035040006613	NA
178	AS-586502-LR-55662	3.51843144297587	NA
179	AS-586510-LR-55662	3.61478504002261	NA
180	AS-586504-LR-55662	3.81445719723916	NA
181	AS-586512-LR-55662	3.71423251442754	NA
182	AS-586506-LR-55662	3.74762494927653	NA
183	AS-586514-LR-55662	3.23095931696404	NA
184	AS-586452-LR-55662	0.0488849333438224	0.0488849333438205
185	AS-586454-LR-55662	0.532257975598038	0.533555710080202
186	AS-586462-LR-55662	2.41255611299481	NA
187	AS-586458-LR-55662	2.49747949297975	NA
188	AS-586466-LR-55662	0.800372228604859	0.805218856955231
189	AS-586484-LR-55662	NA	7.83465284236777
190	AS-586492-LR-55662	NA	7.88267062540192
191	AS-586486-LR-55662	NA	7.88926620173122
192	AS-586494-LR-55662	NA	8.19571568878393
193	AS-586488-LR-55662	NA	7.49631183140468
194	AS-586496-LR-55662	NA	7.53295585645674
